Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
proteolysis involved in cellular protein catabolic process (GO:0051603)	1/391	0.98906686458308457066124219636549241840839385986328125	0.99441317195920941873765741547686047852039337158203125	1.271019913182164	-0.007120879830641327	USP43
purine nucleoside monophosphate metabolic process (GO:0009126)	1/403	0.99049743882714957887714035678072832524776458740234375	0.99450754991551859607312735533923842012882232666015625	1.3024741537463356	-0.007173492383466687	MYH14
purine ribonucleoside monophosphate metabolic process (GO:0009167)	1/402	0.990385692369658787725938964285887777805328369140625	0.99450754991551859607312735533923842012882232666015625	1.30307531706356	-0.007176803343968226	MYH14
post-translational protein modification (GO:0043687)	3/211	0.43635444824866820301423331329715438187122344970703125	0.7070627530050617171042404152103699743747711181640625	0.024832458240286563	-0.008607820455207658	MUC1;GALNT3;B3GNT3
ubiquitin-dependent protein catabolic process (GO:0006511)	1/355	0.983360390899563174826880640466697514057159423828125	0.9930256583945775705757341711432673037052154541015625	1.261261165561714	-0.008827284376941335	USP43
modification-dependent macromolecule catabolic process (GO:0043632)	1/368	0.98570015813389855185988608354819007217884063720703125	0.9930411884246723719371630068053491413593292236328125	1.264309283748197	-0.008828844965437172	USP43
modification-dependent protein catabolic process (GO:0019941)	1/364	0.9850173869559115669147786320536397397518157958984375	0.9930256583945775705757341711432673037052154541015625	1.2661108721587462	-0.008861226387086129	USP43
ATP metabolic process (GO:0046034)	1/377	0.98712541338990111849938102750456891953945159912109375	0.9931322617472433389451680341153405606746673583984375	1.2968351952748993	-0.008937048581405637	MYH14
generation of precursor metabolites and energy (GO:0006091)	1/375	0.98682141727972461087148303704452700912952423095703125	0.9931322617472433389451680341153405606746673583984375	1.3146120347986276	-0.009059556421280953	CYB561
positive regulation of leukocyte differentiation (GO:1902107)	2/118	0.394021354071844964739312899837386794388294219970703125	0.6889586073547653288784431424573995172977447509765625	0.024776910143862622	-0.0092312346552462	CD46;PRKCZ
response to peptide hormone (GO:0043434)	1/364	0.9850173869559115669147786320536397397518157958984375	0.9930256583945775705757341711432673037052154541015625	1.334419157931847	-0.009339300778246818	PRKCZ
cellular metal ion homeostasis (GO:0006875)	1/361	0.9844841344816199768530395886045880615711212158203125	0.9930256583945775705757341711432673037052154541015625	1.3595170299605164	-0.00951495516268549	F2RL1
activation of immune response (GO:0002253)	2/487	0.976202036006392770417505744262598454952239990234375	0.989638686388992550035936801577918231487274169921875	1.0931461790753967	-0.011385517232004145	S100A14;CD46
regulation of chemotaxis (GO:0050920)	2/120	0.40197329592146957555343078638543374836444854736328125	0.68914100295777480642556156453792937099933624267578125	0.033654727637807094	-0.012529970787669629	F2RL1;S100A14
purine ribonucleoside monophosphate catabolic process (GO:0009169)	1/332	0.97825147250613320171197528907214291393756866455078125	0.989638686388992550035936801577918231487274169921875	1.281229281382679	-0.01334447152682647	MYH14
purine nucleoside monophosphate catabolic process (GO:0009128)	1/333	0.97850299872186752292435585331986658275127410888671875	0.989638686388992550035936801577918231487274169921875	1.2818349408178462	-0.0133507796913408	MYH14
nucleoside monophosphate catabolic process (GO:0009125)	1/335	0.97899741019126140795236779013066552579402923583984375	0.989638686388992550035936801577918231487274169921875	1.2819724341851368	-0.01335221173504414	MYH14
ATP catabolic process (GO:0006200)	1/327	0.9769492890240825122560863746912218630313873291015625	0.989638686388992550035936801577918231487274169921875	1.2829985727579307	-0.01336289934355122	MYH14
ribonucleoside monophosphate catabolic process (GO:0009158)	1/332	0.97825147250613320171197528907214291393756866455078125	0.989638686388992550035936801577918231487274169921875	1.2836558811191063	-0.013369745450518574	MYH14
monocarboxylic acid metabolic process (GO:0032787)	2/473	0.97265250555191384851383418208570219576358795166015625	0.98810837002718032717751839300035499036312103271484375	1.2705642436192726	-0.015199634244089707	FA2H;ATP8B1
regulation of leukocyte mediated immunity (GO:0002703)	2/120	0.40197329592146957555343078638543374836444854736328125	0.68914100295777480642556156453792937099933624267578125	0.04137320091107197	-0.01540363078813782	F2RL1;PRKCZ
cellular response to cytokine stimulus (GO:0071345)	2/471	0.97210569996796014624607096266117878258228302001953125	0.98810837002718032717751839300035499036312103271484375	1.320203151035735	-0.015793459578617653	IRF6;MST1R
response to extracellular stimulus (GO:0009991)	1/313	0.9728762993987303264731281160493381321430206298828125	0.98810837002718032717751839300035499036312103271484375	1.3294412146372618	-0.015903973618794687	DSC2
cellular response to lipid (GO:0071396)	1/315	0.9734992409004343816292248448007740080356597900390625	0.98810837002718032717751839300035499036312103271484375	1.3377739856358724	-0.01600365773319874	MUC1
regulation of homeostatic process (GO:0032844)	1/314	0.97318956823745483841747727637994103133678436279296875	0.98810837002718032717751839300035499036312103271484375	1.3390940583398707	-0.016019449632252363	PTPN3
cilium assembly (GO:0042384)	2/118	0.394021354071844964739312899837386794388294219970703125	0.6889586073547653288784431424573995172977447509765625	0.04745807391294975	-0.017681648520042614	LAMA5;RAB17
immune response-regulating cell surface receptor signaling pathway (GO:0002768)	2/444	0.96361790285807080724822526462958194315433502197265625	0.98209824620055441446453414755524136126041412353515625	1.0687679652194668	-0.019306148197270626	ERBB3;ERBB2
negative regulation of protein serine/threonine kinase activity (GO:0071901)	2/118	0.394021354071844964739312899837386794388294219970703125	0.6889586073547653288784431424573995172977447509765625	0.05275879224786594	-0.019656558809778565	CBLC;SFN
transition metal ion homeostasis (GO:0055076)	2/120	0.40197329592146957555343078638543374836444854736328125	0.68914100295777480642556156453792937099933624267578125	0.05382967860947505	-0.02004129427951941	STEAP4;LCN2
germ cell development (GO:0007281)	2/121	0.40593102422878057922162042814306914806365966796875	0.68914100295777480642556156453792937099933624267578125	0.05736998587302306	-0.021359383882532508	JUP;MAP7
positive regulation of multi-organism process (GO:0043902)	2/123	0.41380884313041221833628924287040717899799346923828125	0.69418467297881469857401270928676240146160125732421875	0.06026634911917804	-0.021998257293039145	CHMP4C;F2RL1
positive regulation of stress-activated protein kinase signaling cascade (GO:0070304)	2/119	0.3980033267599478730147666283301077783107757568359375	0.68914100295777480642556156453792937099933624267578125	0.06036646094392255	-0.022474999658967217	F2RL1;TPD52L1
positive regulation of stress-activated MAPK cascade (GO:0032874)	2/118	0.394021354071844964739312899837386794388294219970703125	0.6889586073547653288784431424573995172977447509765625	0.06032585056399775	-0.022475848646992102	F2RL1;TPD52L1
response to nutrient levels (GO:0031667)	1/291	0.96498525121411760085976538903196342289447784423828125	0.982818654213967857202760569634847342967987060546875	1.3257328211082788	-0.022975821901335704	DSC2
response to radiation (GO:0009314)	2/442	0.96289944385942149995827321617980487644672393798828125	0.9820386377401091326788673541159369051456451416015625	1.3023114610180264	-0.023603907429589958	CDS1;SDC4
fatty acid metabolic process (GO:0006631)	1/280	0.96022254755030200801257933562737889587879180908203125	0.9799802131377568503722841342096216976642608642578125	1.2516528324136558	-0.0253120478080285	FA2H
nervous system development (GO:0007399)	1/277	0.95881541382359303238303027683286927640438079833984375	0.97988828006147421501026428813929669559001922607421875	1.2600467274270257	-0.025600008676888827	JUP
regulation of neuron differentiation (GO:0045664)	5/405	0.49515945639371461428623888423317112028598785400390625	0.749539441621411395288987478124909102916717529296875	0.08909886136332057	-0.025686875532354974	FOXA1;EFNA1;COBL;RAB17;SSH3
humoral immune response (GO:0006959)	1/263	0.9515662285633486039415629420545883476734161376953125	0.97583083949156634862021064691361971199512481689453125	1.054576609779883	-0.025801300635012032	CD46
cell cycle phase transition (GO:0044770)	1/280	0.96022254755030200801257933562737889587879180908203125	0.9799802131377568503722841342096216976642608642578125	1.280050764948268	-0.025886336306684424	TPD52L1
mitotic cell cycle phase transition (GO:0044772)	1/277	0.95881541382359303238303027683286927640438079833984375	0.97988828006147421501026428813929669559001922607421875	1.2793429337727837	-0.025992044177739766	TPD52L1
gland development (GO:0048732)	3/220	0.4629528245191998347962680782075040042400360107421875	0.7255158477563410368560425922623835504055023193359375	0.08247942996893706	-0.02646536959195122	CDH1;COBL;LSR
carboxylic acid biosynthetic process (GO:0046394)	1/272	0.95635942586034872192612965591251850128173828125	0.97872271367276397757706263291765935719013214111328125	1.2628951148937952	-0.027160972606528413	FA2H
organic acid biosynthetic process (GO:0016053)	1/272	0.95635942586034872192612965591251850128173828125	0.97872271367276397757706263291765935719013214111328125	1.2652694015094792	-0.027212036177024577	FA2H
cellular divalent inorganic cation homeostasis (GO:0072503)	1/271	0.9558510343883532822673032569582574069499969482421875	0.97872271367276397757706263291765935719013214111328125	1.3225771260535426	-0.028444548297886396	F2RL1
embryonic organ morphogenesis (GO:0048562)	2/121	0.40593102422878057922162042814306914806365966796875	0.68914100295777480642556156453792937099933624267578125	0.08016834707478179	-0.029847427611160673	GRHL2;OVOL2
regulation of anatomical structure size (GO:0090066)	3/232	0.497551164643873666815210299319005571305751800537109375	0.752394444095613845746584047446958720684051513671875	0.11041163461440315	-0.03141151005170427	BAIAP2L1;F2RL1;SSH3
cellular protein complex assembly (GO:0043623)	1/256	0.947479502487050151415814980282448232173919677734375	0.97499965401157029365464268266805447638034820556640625	1.258477644335119	-0.031862341935163366	COBL
cellular response to peptide hormone stimulus (GO:0071375)	1/261	0.9504319703320101009325071572675369679927825927734375	0.97533984265795237167395725919050164520740509033203125	1.2839634804772242	-0.032059684925225825	PRKCZ
regulation of protein catabolic process (GO:0042176)	1/260	0.949854980508901380886754850507713854312896728515625	0.97533984265795237167395725919050164520740509033203125	1.2844223839323092	-0.032071143428839696	PTPN3
small molecule catabolic process (GO:0044282)	1/261	0.9504319703320101009325071572675369679927825927734375	0.97533984265795237167395725919050164520740509033203125	1.2860678830262346	-0.03211223040934819	SMPDL3B
regulation of microtubule-based process (GO:0032886)	2/124	0.417728492718834110153380834162817336618900299072265625	0.69683856184487125151605368955642916262149810791015625	0.08977627217362863	-0.03242732539774143	CAMSAP3;ERBB2
cellular calcium ion homeostasis (GO:0006874)	1/261	0.9504319703320101009325071572675369679927825927734375	0.97533984265795237167395725919050164520740509033203125	1.3245700157014848	-0.03307360217831702	F2RL1
regulation of innate immune response (GO:0045088)	1/254	0.94625015642447951602633793299901299178600311279296875	0.97440846557759552837296723737381398677825927734375	1.3111003268677688	-0.03398987487450158	S100A14
mRNA processing (GO:0006397)	2/397	0.942672097806077857740092440508306026458740234375	0.9713961783486453338554156289319507777690887451171875	1.1883779754374448	-0.034487778478247445	ESRP2;ESRP1
regulation of synaptic plasticity (GO:0048167)	2/120	0.40197329592146957555343078638543374836444854736328125	0.68914100295777480642556156453792937099933624267578125	0.09295560734080664	-0.03460824455527486	MYO6;PRKCZ
gamete generation (GO:0007276)	2/390	0.93871123729099259502817176326061598956584930419921875	0.969584871629966205119899314013309776782989501953125	1.154082372882751	-0.03564644979188139	MAP7;OVOL1
phosphatidylinositol metabolic process (GO:0046488)	2/125	0.42163501925061319663967651649727486073970794677734375	0.69787865255273906495148139583761803805828094482421875	0.10005707345822273	-0.03599153405047236	CDS1;SH3YL1
multi-multicellular organism process (GO:0044706)	2/121	0.40593102422878057922162042814306914806365966796875	0.68914100295777480642556156453792937099933624267578125	0.09864696650726673	-0.0367271909590416	MUC1;CLDN4
apoptotic signaling pathway (GO:0097190)	4/327	0.5167391866233803643382316295173950493335723876953125	0.76623161047131926881803565265727229416370391845703125	0.14036650260118497	-0.03737549973431437	ERBB3;PERP;ARHGEF16;SFN
cell part morphogenesis (GO:0032990)	1/248	0.94238789159643288062540023020119406282901763916015625	0.9713961783486453338554156289319507777690887451171875	1.295229708453297	-0.037588710146819526	MYH14
response to insulin (GO:0032868)	1/246	0.94104014042469252832034953826223500072956085205078125	0.97105945142298366601352199722896330058574676513671875	1.292094404718382	-0.037945692980803004	PRKCZ
negative regulation of Wnt signaling pathway (GO:0030178)	2/126	0.425528218309330907853649250682792626321315765380859375	0.69822543148817095559621748179779388010501861572265625	0.10693233682168603	-0.03841151337484849	JUP;CDH1
positive regulation of cytokine production (GO:0001819)	4/327	0.5167391866233803643382316295173950493335723876953125	0.76623161047131926881803565265727229416370391845703125	0.14451650363447968	-0.0384805237937797	F2RL1;CD46;PRKCZ;MAPK13
detection of light stimulus (GO:0009583)	2/121	0.40593102422878057922162042814306914806365966796875	0.68914100295777480642556156453792937099933624267578125	0.10446998869871632	-0.0388951567420376	CDS1;SDC4
cellular cation homeostasis (GO:0030003)	2/389	0.938124758870233943497396467137150466442108154296875	0.969584871629966205119899314013309776782989501953125	1.2617316676123915	-0.03897144224465272	RAB20;F2RL1
